,title,type,open_year,rate,running_time,genre1,genre2,genre3,actor,director,summary
2342,연애의 부작용,TV_Show,2014,8.5,24min,코미디,MadeinEurope,,Daniel Ings,Johnny Flynn,"진정한 사랑을 찾다가 성병에 걸린 딜런은 친구 에비, 루크와 함께 과거의 여자들을 찾아가 발병 사실을 알리면서 회상에 젖는다."
2343,나이트폴: 신의 기사단,TV_Show,2017,7.6,44min,액션,역사,드라마,"Simon Merrells, Julian Ovenden, Ed Stoppard, Nasser Memarzia, Jim High, Jim Carter",Tom Cullen,"패배로 끝난 십자군 전쟁, 그리고 잃어버린 성배. 15년 후 당시 현장에 있던 기사가 템플 기사단의 마스터가 된다. 전임 마스터의 갑작스러운 죽음과 그가 남긴 메시지는 무엇을 말하는 것인가. 그 비밀을 밝힐 이는 템플 기사단뿐."
2344,애니멀,TV_Show,2021,8.7,45min,다큐멘터리,,,"Pedro Pascal, Rebel Wilson",Bryan Cranston,"세계에서 가장 위대한 생명체를 생생하게 담아낸 다큐멘터리 시리즈. 관찰을 통해 포착한 동물들의 가슴 따뜻한 순간부터 충격적인 모습까지, 지금껏 본적 없는 놀라운 동물의 생태가 펼쳐진다."
2345,그레이스,TV_Show,2017,8.2,44min,드라마,스릴러,범죄,"Rebecca Liddiard, Zachary Levi, Kerr Logan, David Cronenberg, Paul Gross, Anna Paquin",Sarah Gadon,19세기 캐나다를 들썩이게 만든 살인범 그레이스. 정신과 의사 조던이 정신병으로 인한 사면을 검토하는 긴 여정을 시작한다. 부커상 수상자 마거릿 애트우드의 소설 원작.
2346,이레귤러스,TV_Show,2021,7.4,53min,범죄,드라마,판타지,"McKell David, Thaddea Graham, Jojo Macari, Harrison Osterfield, Darci Shaw, Clarke Peters",Henry Lloyd-Hughes,빅토리아 시대의 런던에 어둠이 깔린다. 신비한 힘을 이용한 범죄가 일어난다. 그 사건들을 수사하는 왓슨 박사와 동업자 셜록 홈즈. 그들 곁에는 거리의 아이들이 있다.
2347,방패 용사 성공담,TV_Show,2019,9.3,25min,SF,로맨스,애니메이션,"Kaito Ishikawa, Asami Seto, Rina Hidaka, Hiroki Yasumoto, Yoshitsugu Matsuoka, Kikuko Inoue",Takao Abo,"극히 평범한 오타쿠 대학생인 이와타니 나오후미는 도서관에서 어느 책 한 권을 발견한다. 그리고 그 책으로 인해 나오후미는 검, 창, 활 방패를 무기로 사용하는 사성 용사 중 방패 용사로서 이세계에 초대된다. 용사들에게 주어진 사명은 세상에 혼돈을 야기하는 재앙인 '파도'를 물리치는 것. 모험을 꿈꾸며 동료와 함께 여행을 떠난 나오후미였지만 동료의 배신으로 돈과 명예를 포함한 모든 것을 잃게 된다. 사람을 믿지 못하게 된 나오후미는 노예인 라프타리아를 들여 파도, 그리고 세상에 맞서기로 한다. 모든 것을 잃은 남자의 성공담이 지금 막을 연다."
2348,청춘시대,TV_Show,2016,8.5,1시간 3분,드라마,코미디,로맨스,"Han Yeri, Han Seung-yeon, Park Eun-bin, Ji Woo, Choi A-ra, Kim Min-seok",Lee Tae-gon,"외모부터 성격, 전공, 남자 취향, 연애스타일까지 모두 다른 5명의 매력적인 여대생이 셰어하우스 벨 에포크에 모여 살며 벌어지는 유쾌하고 발랄한 청춘 드라마. 20대는 환히 빛날 줄만 알았다던 벨 에포크 친구들의 계속되는 동고동락. 돈 벌기, 연애, 그 무엇 하나 쉽지 않은 그녀들의 이야기."
2349,5등분의 신부,TV_Show,2019,9.1,24min,드라마,코미디,로맨스,"Ayana Taketatsu, Miku Ito, Ayane Sakura, Inori Minase",Yoshitsugu Matsuoka,"가난한 생활을 보내는 고등학생 2학년 우에스기 후타로에게 좋은 조건의 가정교사 아르바이트 이야기가 들아온다. 그런데 가르칠 대상은 놀랍게도 동급생!! 그것도 다섯 쌍둥이였다!! 전원 미소녀, 하지만 ""낙제 직전"", ""공부가 싫다""는 문제아! 첫 과제는 자매로부터 신뢰를 얻어내는 것…?! 매일이 야단법석! 나카노 家 다섯 쌍둥이가 만들어내는 귀여움 500%의 5인 5색 러브코미디 개막!!"
2350,더티 존,TV_Show,2018,8.0,44min,범죄,드라마,,Rachel Keller,Amanda Peet,"아무도 몰랐다. 행복한 사랑이 끔찍한 악몽으로 끝날 줄은. 존 미언과 데브라 뉴얼의 비틀린 관계, 무엇이 그들을 비극으로 몰아넣었을까. 팟캐스트 원작의 범죄물."
2351,황혼에서 새벽까지: 시리즈,TV_Show,2014,7.3,45min,SF,액션,범죄,"Eiza González, Jamie Tisdale, Jesse Garcia, Jake Busey, Maurice Compte, Madison Davenport",D.J. Cotrona,로버트 로드리게즈의 컬트 공포 영화를 토대로 한 오리지널 시리즈. 은행 강도 형제가 국경 남쪽에서 복수심에 불타는 경찰과 악마를 만난다.
2352,블랙 라이트닝,TV_Show,2018,7.5,42min,액션,SF,드라마,"Christine Adams, Marvin 'Krondon' Jones III, James Remar, Chantal Thuy",Cress Williams,은퇴했던 히어로 블랙 라이트닝. 사랑하는 가족을 구하고 무법천지가 된 프리랜드를 지키기 위해 그가 다시 슈트를 입는다. 이 도시에 정의와 희망이 되살아날 수 있도록.
2353,극장판 미소녀 전사 세일러 문 이터널,TV_Show,2021,10.0,2시간 40분,액션,,,"Kotono Mitsuishi, Stephanie Sheh, Kate Higgins, Cristina Valenzuela, Barbara Goodson, Robbie Daymond",Chiaki Kon,새로운 달이 태양을 가리고 지구에 어두운 그림자가 드리운다. 그러자 모습을 드러내는 악의 세력. 각자의 꿈을 좇던 세일러 전사들이 세상의 빛을 되찾기 위해 지금 다시 힘을 모은다.
2354,스테이트리스,TV_Show,2020,7.8,53min,드라마,,,"Jai Courtney, Fayssal Bazzi, Marta Dusseldorp, Cate Blanchett, Dominic West, Darren Gilshenan",Yvonne Strahovski,"호주 사막 한가운데 있는 이민자 격리 센터에 수용된 컬트에서 나온 전-비행기 승무원, 망명요청을 한 아프간 난민, 경비원과 고위 공무원, 4명의 삶이 미치기 일보 직전의 극한 상황 속에서 교차한다."
2355,아이 엠 낫 오케이,TV_Show,2020,8.7,21min,드라마,판타지,SF,"Sophia Lillis, Wyatt Oleff, Kathleen Rose Perkins, Sofia Bryant, Richard Ellis, Joe Fishel",Jonathan Entwistle,"절친을 좋아하는 것 같다. 예민하고 불안정한 사춘기 소녀 시드. 고등학교는 최악이고 엄마와의 관계는 더 최악인데, 여기에 슈퍼파워까지 생겼다. 대체 어쩌라는 걸까."
2356,굿 위치,TV_Show,2015,8.3,42min,SF,드라마,판타지,"Catherine Disher, Sarah Power, Rhys Matthew Bond",Catherine Bell,"마법의 힘을 가진 매혹적인 미망인.

작은 마을에서 딸을 키우며 사는 그녀로 인해 의심 많은 대도시 의사는 안달이 난다."
2357,누가 사라를 죽였을까,TV_Show,2021,8.6,40min,드라마,,,"Ginés García Millán, Claudia Ramírez, Eugenio Siller, Alejandro Nones, Ximena Lamadrid",Manolo Cardona,반드시 복수해야 한다. 그리고 누명을 벗어야 한다. 여동생을 살해한 혐의로 억울한 감옥살이를 한 사나이. 그가 진짜 범인을 세상에 드러내려 치밀한 계획을 차근차근 실행에 옮긴다. 그 뒤에 숨은 거대한 비밀을 알지 못한 채.
2358,패밀리 비즈니스,TV_Show,2019,7.9,48min,코미디,가족,,"Jonathan Cohen, Julia Piaton, Liliane Rovère, Louise Coldefy, Ali Marhyar, Lina El Arabi",Olivier Rosemberg,프랑스에서 대마초가 합법화된다? 이 놀라운 소식을 주워들은 조제프. 친구와 가족들을 동원해 새로운 사업을 시작하려 한다. 더할 나위 없이 근사한 대마초 가게를!
2359,미스트,TV_Show,2017,6.6,43min,SF,드라마,스릴러,"Gus Birney, Danica Ćurčić, Okezie Morro, Luke Cosgrove, Darren Pettie, Russell Posner",Morgan Spector,"짙고 기이한 안개에 휩싸인 메인 주 어느 마을. 끔찍한 괴물들의 공격 속에, 주민들은 악몽이 살아 움직이는 현실을 목격한다. 스티븐 킹 소설 원작의 신작 시리즈."
2360,클로즈 이너프,TV_Show,2020,9.0,17min,드라마,코미디,판타지,"Jessica DiCicco, Jason Mantzoukas, Kimiko Glenn, James Adomian, Danielle Brooks",J.G. Quintel,밤새 파티를 벌이던 20대는 갔다. 끝없는 육아와 현실 문제에 시달리는 30대 부부. 하지만 인생이 끝난 건 아니잖아. 계속 쿨하게 살고 싶다고! 성인용 애니메이션 시리즈.
2361,콜린: 흑과 백의 인생,TV_Show,2021,6.5,32min,드라마,스포츠,,"Mary-Louise Parker, Nick Offerman",Colin Kaepernick,콜린 캐퍼닉과 에이바 듀버네이가 선보이는 드라마 시리즈. 운동선수 콜린 캐퍼닉은 어떻게 사회 운동가가 되었을까? 지금의 그를 만든 경험과 고등학교 시절을 돌아본다.
2362,드라큘라,TV_Show,2020,7.7,1시간 28분,드라마,액션,공포,"Mark Gatiss, Morfydd Clark",Claes Bang,"2020년 1월 Netflix와 BBC One에서 방영을 시작한 서스펜스 드라마. 브람 스토커의 동명의 소설을 원작으로 한다. 이야기는 1897년 루마니아 수녀원에서 끔찍한 살육의 밤을 보낸 뒤 영국행 배에 오른 드라큘라 백작으로부터 시작한다. 검은 망토를 두른 날카로운 송곳니의 드라큘라 백작은 영생을 위해 살육과 흡혈을 반복한다. 핏물로 뒤덮인 그의 죄악, 생생한 사연으로 되살아나는 어둠. 온 세상이 두려워하는 어둠의 주인 드라큘라. 피와 살을 얻은 그의 전설. 이제 드라큘라의 숨겨진 약점이 햇빛 아래 드러날 것이다. 수백 년이 지나서야 드러나는 그의 진정한 약점은 무엇일까."
2363,Daniel Tiger's Neighborhood,TV_Show,2012,7.3,20min,코미디,애니메이션,가족,"Heather Bambrick, Keegan Hedley",Amariah Faulkner,The life of 4-year-old Daniel Tiger and his friends as they learn fun and practical strategies and skills necessary for growing and learning.
2364,투카 앤 버티,TV_Show,2019,7.8,24min,코미디,애니메이션,,Steven Yeun,Tiffany Haddish,큰부리새 투카는 언제나 무사태평. 노래새 버티는 날마다 근심 걱정. 이런 둘이 이웃하니 바람 잘 날이 없다! 서른 살 그녀들의 유쾌하고도 코믹한 애니메이션 시리즈.
2365,재규어,TV_Show,2021,7.4,42min,전쟁,액션,드라마,"Francesc Garrido, Adrián Lastra, Óscar Casas, Stefan Weinert",Blanca Suárez,"2차 세계 대전 후 나치 전범들의 은신처가 된 스페인. 한 홀로코스트 생존자가 악명 높은 전범을 쫓는다. 그 길에서 만난 이들과 전문 나치 사냥꾼으로 거듭나는 그녀, 코드명은 재규어. 용서는 없다, 기필코 정의의 심판대에 세우리라."
2366,칼리프의 나라,TV_Show,2020,8.4,48min,전쟁,드라마,범죄,"Amed Bozan, Amanda Sohrabi, Lancelot Ncube, Gizem Erdogan, Albin Grenholm, Nora Rios",Goran Kapetanović,"탈출을 바라는 어머니, 야망을 품은 경찰, 위험한 환상에 휩쓸린 여학생. 이들은 모두 ISIS의 테러 계획으로 얽힌 여성들.

스웨덴이 공격받을 위험에 처하면서, 각자의 인연이 피할 수 없는 결과를 부르기 시작한다."
2367,Sin-ibsagwan Gu Hae Ryeong,TV_Show,2019,8.8,40min,로맨스,드라마,역사,", , Shin Se-kyung, Cha Eun-woo, Park Ki-woong, Lee Ji-hoon",Han Hyun-hee,별종 취급을 받던 여사들이 남녀가 유별하고 신분에는 귀천이 있다는 해묵은 진리와 맞서며 '변화'라는 소중한 씨앗을 심는 이야기를 기반으로 조선의 첫 문제적 여사(女史) 구해령과 반전 모태솔로 왕자 이림의 ‘필’ 충만 로맨스 실록
2368,스타트업,TV_Show,2020,9.2,1시간 20분,드라마,코미디,로맨스,"Bae Suzy, Nam Joo-hyuk, Kim Seon-ho, Kang Han-na, Kim Hae-sook, Kim Do-wan",Oh Choong-hwan,"꿈을 현실로, 불가능을 가능으로! 아이디어 있겠다, 기술 있겠다. 못 할 것도 없지. 치열한 스타트업의 세계에 뛰어드는 젊은 창업자들. 성공도 사랑도 쟁취하고야 만다. 초라한 계약직 서달미는 15년 전 편지 속 첫사랑 남도산을 찾아야 한다. 잘나가는 CEO가 된 친언니 원인재의 앞에서 떤 허세 때문에! 그리고 그 허세 때문에 고단해지는 한남자 한지평이 있었으니..."
2369,3%,TV_Show,2016,8.1,46min,SF,드라마,스릴러,"Rodolfo Valente, Rafael Lozano",Bianca Comparato,"번영과 폐허, 두 세계로 철저히 양극화된 미래의 세상. 폐허의 땅에서 벗어나 번영의 땅으로 갈 3%의 엘리트로 선발될 기회는 평생 단 한 번뿐이다."
2370,터닝 포인트: 9/11 그리고 테러와의 전쟁,TV_Show,2021,8.3,1시간 2분,전쟁,다큐멘터리,역사,,,"2001년 9월 11일, 전대미문의 테러 사건이 발생했다. 1980년대 알카에다 결성부터 미국의 강력 대응까지, 9/11 테러 뒤 숨은 이야기를 낱낱이 기록한 다큐멘터리."
2371,마야와 3인의 용사,TV_Show,2021,8.7,2시간 11분,코미디,드라마,가족,"Jorge R. Gutierrez, Sandra Equihua, Dee Bradley Baker, Diego Luna, Gael García Bernal, Allen Maldonado",Zoe Saldana,강인한 전사로서의 임무를 지닌 마야 공주. 복수에 눈이 먼 신들로부터 인류를 구하고 고대의 예언을 이뤄야 한다. 마야는 그 기나긴 여정을 마치고 임무를 성공적으로 완수할 수 있을까.
2372,저주받은 소녀,TV_Show,2020,7.4,55min,액션,SF,드라마,"Gustaf Skarsgård, Shalom Brune-Franklin, Daniel Sharman, Catherine Walker, Lily Newmark, Peter Mullan",Katherine Langford,"위대한 마법사에게 검을 전해야 한다. 모두가 멀리했으나, 신비한 힘을 가진 소녀 니무에. 그녀가 동족을 구하기 위한 여정을 떠난다. 젊고 매력적인 기사 아서와 함께."
2373,네가 남긴 혼돈,TV_Show,2020,7.6,45min,스릴러,범죄,드라마,"Arón Piper, Roque Ruiz, Isabel Garrido, Tamar Novas, Roberto Enríquez, Alfonso Agra",Bárbara Lennie,"남편과 함께 작은 마을로 이사 온 여자. 고등학교 문학 교사로 부임해 수업을 시작한 첫날, 3주 전 발생한 의문의 사건을 전해 듣는다. 왠지 마음이 쓰여 진실을 파헤치기 시작하는 그녀. 그러나 진실로 향하는 길은 위험으로 가득하다."
2374,"오, 할리우드",TV_Show,2020,8.2,50min,드라마,역사,,"Patti LuPone, Laura Harrier, Darren Criss, Joe Mantello, Dylan McDermott, Jake Picking",Jeremy Pope,"제2차 세계대전 이후 할리우드. 무명 배우와 감독, 작가 지망생은 성공에 목마르다. 세상에 이름을 남길 수 있다면, 뭐든지 할 수 있다. 상상을 초월하는 어떤 일이라도."
2375,스카이 로호,TV_Show,2021,8.0,27min,액션,범죄,드라마,"Yany Prado, Asier Etxeandia, Miguel Ángel Silvestre, Enric Auquer",Verónica Sánchez,각자 사연을 안고 매춘 클럽에서 일하는 세 여자. 우발적인 몸싸움 끝에 포주에게 치명상을 입히면서 무지막지한 도주를 시작한다. 놈의 수하들을 피해 끝까지 달려라. 이 고비만 넘기면 과거에서 벗어나 자유와 새 인생을 거머쥘 수 있으니.
2376,러브 온 더 스펙트럼,TV_Show,2019,9.2,42min,다큐멘터리,로맨스,RealityTV,,Brooke Satchwell,"사랑에 답이 있을까? 모두가 자신할 수 없는 연애. 자폐 스펙트럼을 가진 젊은이들이 로맨스를 향한 낯선 모험을 시작한다. 복잡해도 괜찮아, 알쏭달쏭한 게 당연해!"
2377,뷰티 인사이드,TV_Show,2018,8.5,1시간 8분,드라마,코미디,판타지,"Seo Hyun-jin, Lee Min-ki, Lee Da-hee, Ahn Jae-hyun, Lee Tae-ri, Moon Ji-In",Song Hyun-wook,"우리는 너무 많은 것에 얽매여 산다. 우리를 정의하는 많은 것들. 이름, 성별, 나이, 직업. 그런 것들 중에 하나를 잃어버린다면 어떻게 될까? 예를 들면 ‘얼굴’같은 것 말이다. 그렇다면 이 삶은 불행할까, 행복할까. 이 드라마는 거기서부터 출발한다. 정말 중요한 것들은 눈에 보이지 않아. 그러니까 아마, ‘사랑’ 같은 것들. 보이기 위해 사는 여자가 있다. 한세계. 어느 날부터 한 달에 한 번, 약 일주일가량 다른 사람이 되는 병에 걸렸다. 이토록 희한한 병증에 어느 직업인들 어렵지 않겠냐만은 세계의 경우는 더욱 특수한 편이다. TV속에서, 스크린 속에서 자신의 ‘얼굴’을 보여야만 하는, 세계는 배우다. 그것도 아주 유명한 대배우. 보이는 것들만 믿는 남자가 있다. 서도재. 어느 날부터 이 세상 어떤 사람의 얼굴도 알아보지 못하게 되는 병에 걸렸다. 외모, 재력, 능력 뭐 하나 뺄 것 없이 완벽한 삶에 이토록 강렬한 흠집이라니. 그룹을 물려받아야하는 재벌 3세 항공사 본부장에게 흠집은 곧 나락을 의미한다. 아무도 자신을 알아보지 못하게 될까봐 두려워하며 사는 이 한세계와 평생 아무도 알아보지 못하고 사랑할 수 없다 생각한 이 서도재가 만나 어떤 모습이 되어도 알아볼 수 있는 여자, 한세계와 어떤 모습이 되어도 알아봐주는 남자, 서도재가 되어가는 이 드라마의 장르는 그야말로 예측불허 좌충우돌 힐링 로맨스! 아름다움이란 무엇인가. 외면이 누구보다 중요했던 세계와, 외면이 의미 없던 도재. 이 두 사람이 만나 진짜 아름다움을 찾아간다. 나를 정의하는 것은 외면일까? 내면일까? 이 드라마는 가볍게, 그러나 깊게 질문을 던지려 한다."
2378,화이트 라인,TV_Show,2020,7.4,55min,범죄,드라마,스릴러,"Marta Milans, Daniel Mays, Juan Diego Botto, Tom Rhys Harries, Pedro Casablanc, Belén López",Laura Haddock,"오빠가 죽은 이유를 알기 위해, 이비사에 오는 조이. 고향과는 전혀 다른 곳에서, 전과는 다른 삶을 경험한다. 빠르게 빠져드는 쾌락의 섬, 이곳이 품은 비밀은 무엇일까."
2379,페이트 / 제로,TV_Show,2011,9.0,25min,액션,SF,드라마,"Akio Otsuka, Akira Ishida, Ayumi Tsunematsu, Daisuke Namikawa, Hikaru Midorikawa, Jouji Nakata",Ayako Kawasumi,기적을 일으키는 만능의「성배」를 손에 넣기 위해 7명의 마술사가 서번트라 불리우는 7명의 「영령」을 소환하여 최후이 1명이 남을 때까지 벌이는 살육전을 다룬 애니메이션
2380,토라도라!,TV_Show,2008,9.0,30min,코미디,드라마,애니메이션,"Hiroyuki Yoshino, Eri Kitamura, Hirofumi Nojima, Ai Nonaka, Kazuyuki Okitsu, Junji Majima",Rie Kugimiya,"벚꽃 흩날리는 4월. 고교 2학년의 신학기.

눈매는 사납지만 의외로 평범한 학생인 타카스 류지는 조그마한 주제에 성격은 포악해 ‘미니 타이거’라고 불리며 모두에게 두려움의 대상이 되고 있는 아이사카 타이가와 같은 반이 된다.

그리고 그날 밤, 절대 알아서는 안 되는 그녀의 비밀을 알게 되는데… 그것이 바로 용호상박의 싸움과 사랑의 시작이었다!

그리고 늘 밝게 웃는 얼굴이지만 지나칠 정도로 마이 페이스인 쿠시에다 미노리(타이가의 친구)와 문무양도에 뛰어나고 근면성실한 건 좋은데 왠지 바보 같은 구석이 있는 반장, 안경남 키타무라 유사쿠(류지의 친구)라는 수상한 녀석들까지 합세하면서 그들을 둘러싼 사랑은 점점 꼬여만 가는데…!"
2381,리빙 위드 유어셀프,TV_Show,2019,7.7,26min,드라마,SF,코미디,,Paul Rudd,"사는 게 너무 피곤한 마일스. 활력을 선사한다는 이상한 스파를 찾는다. 그 후, 달라진 몸과 마음. 단, 기존의 마일스는 변함없고, 더 나은 마일스가 새로 생겨버렸네!"
2382,틴 타이탄 GO!,TV_Show,2013,6.9,12min,액션,가족,범죄,"Khary Payton, Tara Strong, Hynden Walch",Greg Cipes,10대 히어로들의 평범하지만 평범하지 않은 일상을 그린 틴 타이탄의 외전격인 애니메이션
2383,더 랜치,TV_Show,2016,8.2,30min,가족,코미디,드라마,"Sam Elliott, Debra Winger, Grady Lee Richmond, Kelli Goss",Ashton Kutcher,콜트의 프로 선수 생활은 성공적이지 못했다. 이제 그는 아버지와 형이 운영하는 망하기 직전의 농장일을 도우면서 가족과 함께 사는 방법을 배우는 중이다.
2384,미스티,TV_Show,2018,8.7,1시간 11분,범죄,스릴러,드라마,"Kim Nam-ju, Ji Jin-hee, Jeon Hye-jin, Im Tae-kyung, Go Joon, Jin Ki-joo",Mo Wan-il,"야심 하나로 최고의 앵커 자리에 올랐다. 무엇도 자신을 멈출 수 없으리라 믿었다. 하지만 과거의 인연과 현재의 위기가 얽힌 엄청난 사건이 그녀의 삶을 헤집기 시작한다. 진실이라 믿은 사실에 생긴 거대한 균열. 판도라의 상자는 열렸다. 살인사건의 용의자로 지목된 대한민국 최고의 앵커. 그녀의 변호인이 된 남편.그들이 믿었던 사랑, 그 민낯을 보여주는 격정 미스테리 멜로."
2385,베이비시터 클럽,TV_Show,2020,8.5,27min,드라마,가족,코미디,"Momona Tamada, Shay Rudolph",Malia Baker,"앤 M. 마틴의 사랑받은 책이 현대적으로 재탄생했다. 베이비시터 클럽을 만든 소녀들의 꿈과 우정, 사랑. 아직은 모든 게 서툴지만, 친구들과 함께라면 뭐든 할 수 있어!"
2386,데릭,TV_Show,2013,8.3,26min,드라마,코미디,MadeinEurope,"David Earl, Barry Martin, Margaret Towner, Sheila Collings, Blanche Williams, Tim Barlow",Ricky Gervais,릭키 제바이스가 연출하고 직접 출연한 이 가슴 따뜻한 코미디 드라마 시리즈에서 그는 사람들의 좋은 면만을 보는 영국 양로원의 충실한 간병인으로 출현한다.
2387,트라이건,TV_Show,1998,9.0,25min,SF,액션,서부,"Satsuki Yukino, Show Hayami",Masaya Onosaka,"행성을 떠돌며 100년을 넘게 살아온 밧슈와 나이브즈. 인간 세상에 적응하여 살아가려고 하지만 닥치는대로 사람을 해치는 나이브즈 덕에 밧슈는 엄청난 현상금이 걸린채 도망자 신세가 되고 만다.

결국 나이브즈와 헤어져 어떻게든 사람은 쏘지 않는다는 신념을 지닌채 밧슈의 험난한 여정이 시작되는데... 이런 밧슈에게 보험사 직원이 미리톰슨과 니콜라스, 그리고 밧슈를 좋아하는 메릴등이 합류하면서 점점 이야기는 흥미를 더해간다.

기나긴 여정끝에 나이브즈의 추종세력을 섬멸하고, 나이브즈와의 최후의 결투에서도 승리하는 밧슈. 그러나 밧슈는 상처입은 나이브즈를 치료해주고 다시 먼길을 떠나버린다. 그 누구도 사람을 쏠 권리는 없다는 그의 신념처럼."
2388,트라이브 오브 유로파,TV_Show,2021,7.8,47min,SF,액션,드라마,", , Emilio Sakraya, Henriette Confurius, David Ali Rashed, Oliver Masucci",Philip Koch,"2074년, 대재앙이 휩쓸고 간 지구. 수많은 소국가로 분열된 유럽에서 대륙을 차지하려는 각축전이 벌어진 가운데, 평화롭게 살아온 세 남매가 생존을 위해 힘겨운 싸움을 시작한다."
2389,워리어 넌: 신의 뜻대로,TV_Show,2020,8.2,43min,액션,드라마,SF,"Tristán Ulloa, Kristina Tonteri-Young, Lorena Andrea",Alba Baptista,어떤 운명이 그녀를 기다리는 걸까. 새로운 생명과 신비한 힘을 얻은 고아 소녀. 헤일로의 운반자로 선택된 그녀가 천년의 비밀을 간직한 수녀들과 함께 악마에게 맞선다.
2390,본딩,TV_Show,2019,8.1,17min,드라마,코미디,,,Zoe Levin,"뉴욕의 대학원생 티프, 그녀의 부업은 도미나트릭스. 특별한 성적 취향을 가진 남성들의 지배자다. 게이 친구 피트가 티프의 조수로 합류하며, 둘은 진하게 엮이게 된다."
2391,트로이: 왕국의 몰락,TV_Show,2018,5.8,58min,전쟁,드라마,액션,"David Threlfall, Frances O'Connor, Tom Weston-Jones, Joseph Mawle, Chloe Pirrie, Johnny Harris",Louis Hunter,우연히 신들의 내기에 휘말린 목동 파리스. 세상에서 가장 아름다운 여인을 주겠다는 약속을 받는다. 예언은 실현되지만 끔찍한 살육과 참혹한 전쟁을 동반한다.
2392,출동! 파자마 삼총사,TV_Show,2015,6.0,16min,애니메이션,액션,가족,Addison Holley,Jacob Ewaniuk,"낮에는 평범한 일상을 살아가는 세 아이인 코너, 아마야, 그렉이지만, 어둠이 찾아오면 슈퍼히어로인 파자마 삼총사로 변신하여 악당들에 맞서 도시의 평화를 지킨다는 이야기. 팔에 찬 팔찌(시계?)를 누르면 변신하게 되고 본부에 모여 상황을 파악한 후 각자가 가진 탈것 중 하나를 선택하여 함께 출동하게 된다."
2393,바람이 분다,TV_Show,2019,8.3,1시간 0분,드라마,,,"Kam Woo-sung, Kim Ha-neul, Kim Sung-cheol, Kim Ga-eun, Lee Joon-hyuk, Yoon Ji-hye",Jeong Jeong-hwa,"모든 걸 다 잃을 때까지 손에 꼭 쥐고 있는 단편의 기억, 죽어도 놓지 못할 딱 하나의 바람, 그 소망 하나만 지킬 수 있다면 슬퍼도 아름다운 삶이리라. 한 여자와 두 번 사랑에 빠지는 남자 '도훈'. 이별의 끝에 다시 사랑과 마주하는 여자 '수진'. 두 사람이 그려낼 어제의 기억과 내일의 사랑을 지켜내는 슬프도록 아름다운 이야기"
2394,눈이 부시게,TV_Show,2019,8.2,1시간 6분,드라마,코미디,SF,"Kim Hye-ja, Han Ji-min, Nam Joo-hyuk, Son Ho-jun, Ahn Nae-sang, Lee Jung-eun",Kim Sok-yun,"""내 이름은 김혜자, 지극히 평범한 스물다섯 여자입니다."" 주어진 시간을 다 써보지도 못하고 잃어버린 여자와 누구보다 찬란한 순간을 스스로 내던지고 무기력한 삶을 사는 남자, 같은 시간 속에 있지만 서로 다른 시간을 살아가는 두 남녀의 시간 이탈 로맨스"
2395,아르나우의 성전,TV_Show,2018,7.9,40min,드라마,역사,,"Pablo Derqui, Michelle Jenner, Silvia Abascal, Andrea Duro, Daniel Grao, Ramón Madaula",Nora Navas,비극과 저주 속에 태어난 아르나우. 그의 수난은 아직 끝나지 않았다. 자유인이 되기를 갈망하는 농노의 아들. 아르나우는 멸시와 핍박을 견뎌내고 꿈을 이룰 수 있을까.
2396,언브레이커블 키미 슈미트,TV_Show,2015,8.1,30min,코미디,드라마,,"Jane Krakowski, Carol Kane",Ellie Kemper,"컬트 종교 집단에서 생활한 지 15년만에 집단에서 벗어나게 된 키미. '컬트에서 벗어난 여자들'로 아침 프로그램 인터뷰를 한 후, 인디애나 주로 돌아가려는 다른 사람들과 달리, 키미는 뉴욕에 남아서 새로운 삶을 살고자 한다. 백팩, 운동화, 도서관 반납 기한이 한참 지난 책 몇 권, 그리고 구조펀드에서 받은 현금뭉치와 함께."
2397,프런티어,TV_Show,2016,7.7,46min,액션,드라마,애니메이션,"Alun Armstrong, Jessica Matten, Zoe Boyle, Lyla Porter-Follows, Allan Hawco, Christian McKay",Jason Momoa,"18세기 북아메리카. 당시 주요 산업이던 모피 무역을 둘러싸고 부와 권력을 향한 피의 투쟁이 벌어진다. 데클란 하프와 벤턴 경의 목숨을 건 복수, 그것은 곧 역사였다."
2398,이파네마의 여인들,TV_Show,2019,8.2,1시간 0분,드라마,로맨스,,"Larissa Nunes, Leandro Lima, Ícaro Silva, Gustavo Machado, Alexandre Cioletti, Mel Lisboa",Maria Casadevall,"1950년대 리우, 남편에게 배신당한 루이자가 새 삶을 시작한다. 그녀의 음악 클럽을 돕는 친구들. 신분도 직업도 다른 네 여성은 시대의 금기에 맞서 꿈과 우정을 나눈다."
2399,수부라,TV_Show,2017,8.5,48min,범죄,액션,MadeinEurope,"Carlotta Antonelli, Federica Sabatini, Filippo Nigro, Adamo Dionisi, Paola Sotgiu, Alessandro Bernardini",Alessandro Borghi,"2008년, 로마 근교 해변 부지를 둘러싸고 암투가 벌어진다. 조직범죄와 부패한 정치가에 바티칸까지 얽힌 승부. 누구도 승리를 장담할 수 없는 복마전의 서막이다."
